[2025-11-06T00:00:43.570Z] [ERROR] Failed to clean old archives | {"error":{"message":"Maximum call stack size exceeded","stack":"RangeError: Maximum call stack size exceeded\n    at Array.forEach (<anonymous>)\n    at LogFileManager.cleanOldArchives (/app/dist/utils/logFileManager.js:152:19)\n    at LogFileManager.rotateIfNeeded (/app/dist/utils/logFileManager.js:111:18)\n    at LogFileManager.writeLog (/app/dist/utils/logFileManager.js:118:14)\n    at Logger.writeToLogFile (/app/dist/utils/logger.js:54:34)\n    at Logger.info (/app/dist/utils/logger.js:93:18)\n    at LogFileManager.rotateIfNeeded (/app/dist/utils/logFileManager.js:100:29)\n    at LogFileManager.writeLog (/app/dist/utils/logFileManager.js:118:14)\n    at Logger.writeToLogFile (/app/dist/utils/logger.js:54:34)\n    at Logger.info (/app/dist/utils/logger.js:93:18)"}}
[2025-11-06T18:47:23.359Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:47:23.362Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"17ms"}
[2025-11-06T18:47:53.599Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:47:53.603Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"4ms"}
[2025-11-06T18:48:25.710Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:48:25.723Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:48:56.343Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:48:56.357Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"12ms"}
[2025-11-06T18:49:26.745Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:49:26.746Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:49:56.979Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:49:56.992Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"13ms"}
[2025-11-06T18:50:27.360Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:50:27.361Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:50:58.106Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:50:58.107Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T18:51:29.323Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:51:29.336Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:52:00.617Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:52:00.635Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"18ms"}
[2025-11-06T18:52:31.720Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:52:31.722Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"6ms"}
[2025-11-06T18:53:02.984Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:53:03.002Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T18:53:33.405Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:53:33.413Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"7ms"}
[2025-11-06T18:54:04.367Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:54:04.383Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T18:54:35.122Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:54:35.125Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T18:55:11.503Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:55:11.505Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:55:42.413Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:55:42.427Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T18:56:13.277Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:56:13.280Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T18:56:44.182Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:56:44.184Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T18:57:14.952Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:57:14.954Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:57:46.160Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:57:46.162Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"6ms"}
[2025-11-06T18:58:16.621Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:58:16.629Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T18:58:47.676Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:58:47.678Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T18:59:19.425Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:59:19.427Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T18:59:50.530Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T18:59:50.545Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:00:22.015Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:00:22.031Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T19:00:52.480Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:00:52.491Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"12ms"}
[2025-11-06T19:01:23.882Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:01:23.885Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:01:54.797Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:01:54.801Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T19:02:27.296Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:02:27.299Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:02:58.589Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:02:58.591Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T19:03:29.957Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:03:29.959Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"13ms"}
[2025-11-06T19:04:01.117Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:04:01.132Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T19:04:32.111Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:04:32.113Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:05:04.333Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:05:04.347Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T19:05:36.150Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:05:36.163Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"13ms"}
[2025-11-06T19:06:11.389Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:06:11.391Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T19:06:42.370Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:06:42.386Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T19:07:13.153Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:07:13.155Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:07:46.777Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:07:46.779Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"9ms"}
[2025-11-06T19:08:17.506Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:08:17.507Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:08:48.242Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:08:48.271Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T19:09:19.319Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:09:19.321Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:09:50.089Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:09:50.091Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T19:10:20.884Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:10:20.897Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:10:51.739Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:10:51.744Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"5ms"}
[2025-11-06T19:11:22.288Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:11:22.290Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T19:11:53.006Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:11:53.020Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T19:12:23.673Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:12:23.686Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"17ms"}
[2025-11-06T19:12:53.959Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:12:53.964Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"10ms"}
[2025-11-06T19:13:24.238Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:13:24.239Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:13:55.990Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:13:55.991Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:14:33.804Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:14:33.807Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"3ms"}
[2025-11-06T19:15:04.492Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:15:04.506Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"12ms"}
[2025-11-06T19:15:35.283Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:15:35.298Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:16:06.645Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:16:06.660Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"17ms"}
[2025-11-06T19:16:37.613Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:16:37.615Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:17:08.434Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:17:08.436Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T19:17:39.281Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:17:39.296Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:18:10.902Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:18:11.017Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"159ms"}
[2025-11-06T19:18:42.133Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:18:42.135Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"18ms"}
[2025-11-06T19:19:13.754Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:19:13.785Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"52ms"}
[2025-11-06T19:19:44.524Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:19:44.541Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"17ms"}
[2025-11-06T19:20:15.482Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:20:15.484Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:20:19.169Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:20:19.181Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"12ms"}
[2025-11-06T19:20:46.312Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:20:46.315Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"4ms"}
[2025-11-06T19:20:49.970Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:20:49.983Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"12ms"}
[2025-11-06T19:21:19.891Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:21:19.895Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"4ms"}
[2025-11-06T19:21:23.491Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:21:23.499Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"9ms"}
[2025-11-06T19:21:51.362Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:21:51.375Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"13ms"}
[2025-11-06T19:21:54.804Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:21:54.805Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:22:23.393Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:22:23.409Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T19:22:28.156Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:22:28.204Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"34ms"}
[2025-11-06T19:22:37.934Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:22:39.608Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"1637ms"}
[2025-11-06T19:22:39.816Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:22:39.928Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"112ms"}
[2025-11-06T19:22:40.114Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:22:40.164Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"50ms"}
[2025-11-06T19:22:40.408Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:22:40.484Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"66ms"}
[2025-11-06T19:22:58.051Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:22:58.065Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:22:59.312Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:22:59.315Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"4ms"}
[2025-11-06T19:23:29.349Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:23:29.366Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"24ms"}
[2025-11-06T19:23:30.536Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:23:30.538Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:23:32.048Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:23:32.121Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"72ms"}
[2025-11-06T19:23:32.172Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:23:32.231Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"48ms"}
[2025-11-06T19:23:32.338Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:23:32.377Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"39ms"}
[2025-11-06T19:23:32.465Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:23:32.553Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"88ms"}
[2025-11-06T19:24:00.083Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:24:00.085Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:24:01.002Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:24:01.015Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:24:31.486Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:24:31.488Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:24:32.035Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:24:32.037Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:25:01.732Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:25:01.733Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:25:02.262Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:25:02.264Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:25:32.124Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:25:32.126Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:25:32.751Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:25:32.752Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:26:02.399Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:26:02.401Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:26:03.145Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:26:03.152Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"11ms"}
[2025-11-06T19:26:32.572Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:26:32.573Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:26:33.326Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:26:33.328Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:26:58.309Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:26:58.479Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"170ms"}
[2025-11-06T19:26:58.509Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:26:58.545Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"35ms"}
[2025-11-06T19:27:03.020Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:27:03.022Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:27:04.311Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:27:04.313Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"16ms"}
[2025-11-06T19:27:17.972Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:27:18.069Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"88ms"}
[2025-11-06T19:27:18.114Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:27:18.159Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"35ms"}
[2025-11-06T19:27:22.820Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:27:22.881Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"62ms"}
[2025-11-06T19:27:22.916Z] [INFO] HTTP GET /api/projects | {"method":"GET","url":"/api/projects"}
[2025-11-06T19:27:22.962Z] [INFO] HTTP GET / | {"method":"GET","url":"/","statusCode":200,"duration":"46ms"}
[2025-11-06T19:27:33.490Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:27:33.494Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"4ms"}
[2025-11-06T19:27:35.530Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:27:35.531Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"1ms"}
[2025-11-06T19:28:04.993Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:28:04.996Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"10ms"}
[2025-11-06T19:28:06.168Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:28:06.170Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:28:35.769Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:28:35.783Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T19:28:37.377Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:28:37.392Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:29:06.474Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:29:06.476Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:29:08.124Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:29:08.137Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"18ms"}
[2025-11-06T19:29:36.959Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:29:36.961Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"10ms"}
[2025-11-06T19:29:38.633Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:29:38.634Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:30:07.529Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:30:07.543Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"15ms"}
[2025-11-06T19:30:09.178Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:30:09.181Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
[2025-11-06T19:30:10.687Z] [INFO] Monitoring report generated | {"totalProjects":0,"critical":0,"warning":0,"healthy":0}
[2025-11-06T19:30:37.726Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:30:37.727Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:30:39.505Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:30:39.507Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"2ms"}
[2025-11-06T19:31:08.352Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health"}
[2025-11-06T19:31:08.357Z] [INFO] HTTP GET /health | {"method":"GET","url":"/health","statusCode":200,"duration":"14ms"}
